route_id,service_id,trip_id,shape_id,trip_headsign,trip_short_name,direction_id,block_id,wheelchair_accessible
"hnv-31-651-1","Special#349","hnv-31-651-1-7-1-R-1-Special#349-4-11","hnv-31-651-1-7-1-R-1","Heilbronn Hbf/Willy-Brandt-Pl.","","1","","2"
"hnv-31-651-1","Special#242","hnv-31-651-1-7-1-R-1-Special#242-6-12","hnv-31-651-1-7-1-R-1","Heilbronn Hbf/Willy-Brandt-Pl.","","1","","2"
"hnv-31-651-1","Special#349","hnv-31-651-1-7-1-R-1-Special#349-5-13","hnv-31-651-1-7-1-R-1","Heilbronn Hbf/Willy-Brandt-Pl.","","1","","2"
"hnv-31-651-1","Special#242","hnv-31-651-1-7-1-R-1-Special#242-7-14","hnv-31-651-1-7-1-R-1","Heilbronn Hbf/Willy-Brandt-Pl.","","1","","2"
"hnv-31-651-1","Special#349","hnv-31-651-1-7-1-R-1-Special#349-7-15","hnv-31-651-1-7-1-R-1","Heilbronn Hbf/Willy-Brandt-Pl.","","1","","2"
"hnv-31-651-1","Special#242","hnv-31-651-1-7-1-R-1-Special#242-9-16","hnv-31-651-1-7-1-R-1","Heilbronn Hbf/Willy-Brandt-Pl.","","1","","2"
"hnv-31-651-1","Special#349","hnv-31-651-1-7-1-R-1-Special#349-8-17","hnv-31-651-1-7-1-R-1","Heilbronn Hbf/Willy-Brandt-Pl.","","1","","2"
"hnv-31-651-1","Special#242","hnv-31-651-1-7-1-R-1-Special#242-10-18","hnv-31-651-1-7-1-R-1","Heilbronn Hbf/Willy-Brandt-Pl.","","1","","2"
"hnv-31-651-1","Special#349","hnv-31-651-1-7-1-R-1-Special#349-19-19","hnv-31-651-1-7-1-R-1","Heilbronn Hbf/Willy-Brandt-Pl.","","1","","2"
"hnv-31-651-1","Special#242","hnv-31-651-1-7-1-R-1-Special#242-12-20","hnv-31-651-1-7-1-R-1","Heilbronn Hbf/Willy-Brandt-Pl.","","1","","2"
